ID,title,author,curator,institution_name,institution_place,institution_country,date,language,epoch,branch,writing_support,facsimiles,advanced_search,index,glossary,encoding,download,license
1,Nietzsche Source,Friedrich Nietzsche,Paolo D'Iorio,"CNRS (Centre national de la recherche scientifique)",Auteuil,France,not provided,GER,Modern,"Manuscript, Book, letter",yes,yes,no,no,no,"XML-TEI",only image,"Creative commons"
